time,open,high,low,close,Volume,Volume MA
2017-11-09T14:30:00Z,97.6,98.03,95.63,97.05,4239787,4551358.3
2017-11-10T14:30:00Z,96.67,97.05,96.4,96.94,3416675,4588451.9
2017-11-13T14:30:00Z,96.4,97.29,96.35,97.03,2283972,4547053.55
2017-11-14T14:30:00Z,96.7,97.23,96.35,96.96,3252637,4547262.25
2017-11-15T14:30:00Z,96.62,98.03,96.28,96.77,3355591,4538392.25
2017-11-16T14:30:00Z,97.07,98.63,97.05,98.32,3564394,4508383.7
2017-11-17T14:30:00Z,98.56,98.56,97.61,97.74,3788212,4434175.85
2017-11-20T14:30:00Z,97.81,98.92,97.8,98.28,2953705,4217251.9
2017-11-21T14:30:00Z,98.75,99.65,98.65,99.19,3998453,4014119.1
2017-11-22T14:30:00Z,99.15,99.35,98.07,98.08,2141979,3772863.45
2017-11-24T14:30:00Z,98.2,99.33,98.19,99.3,1356320,3562834.3
2017-11-27T14:30:00Z,98.95,99.25,98.61,98.63,3166323,3434886.85
2017-11-28T14:30:00Z,99.09,99.73,98.62,99.48,3037392,3340598.7
2017-11-29T14:30:00Z,99.73,99.79,96.45,96.88,5562186,3430177.75
2017-11-30T14:30:00Z,97.38,98.47,96.7,97.29,7525736,3612776.95
2017-12-01T14:30:00Z,96.54,97.41,94.72,97.18,5020497,3699191.05
2017-12-04T14:30:00Z,97.54,97.88,95.27,95.97,5183830,3791018.5
2017-12-05T14:30:00Z,95.98,98.72,95.36,96.9,4898055,3816338.1
2017-12-06T14:30:00Z,96.25,97.45,95.87,97.02,4675489,3834343.8
2017-12-07T14:30:00Z,97.32,98.14,96.94,97.78,4848337,3913478.5
2017-12-08T14:30:00Z,98.92,99.31,97.78,98.02,5591436,3981060.95
2017-12-11T14:30:00Z,98.07,98.88,97.77,98.83,5579194,4089186.9
2017-12-12T14:30:00Z,98.7,99.19,98.23,98.43,6083109,4279143.75
2017-12-13T14:30:00Z,98.97,99.18,98.21,98.86,5282101,4380616.95
2017-12-14T14:30:00Z,98.96,100.537,98.78,100.25,7106662,4568170.5
2017-12-15T14:30:00Z,101.28,101.6,100.07,101.22,9114764,4845689
2017-12-18T14:30:00Z,102.1,103.37,101.65,103.27,5927678,4952662.3
2017-12-19T14:30:00Z,103.19,104.3,103.08,104.1,5235729,5066763.5
2017-12-20T14:30:00Z,104.9,105.15,103.48,104.8,5529766,5143329.15
2017-12-21T14:30:00Z,105.16,105.33,104.0055,104.07,4709067,5271683.55
2017-12-22T14:30:00Z,104,104.34,103.64,104.13,3041342,5355934.65
2017-12-26T14:30:00Z,103.58,104.19,103.06,104.15,1473786,5271307.8
2017-12-27T14:30:00Z,104.42,104.9,103.98,104.53,1775553,5208215.85
2017-12-28T14:30:00Z,104.92,104.92,104.2194,104.82,1910723,5025642.7
2017-12-29T14:30:00Z,104.58,105.08,104.42,104.44,2813291,4790020.45
2018-01-02T14:30:00Z,105.11,105.62,104.5,105.57,4236240,4750807.6
2018-01-03T14:30:00Z,105.88,108.51,105.6,108.43,6918942,4837563.2
2018-01-04T14:30:00Z,108.48,109.21,108.05,108.29,5460417,4865681.3
2018-01-05T14:30:00Z,108.7,109.23,108.29,109.12,5254922,4894652.95
2018-01-08T14:30:00Z,108.55,110.37,108.41,109.64,4549786,4879725.4
2018-01-09T14:30:00Z,109.62,110.98,109.08,110.39,4747752,4837541.2
2018-01-10T14:30:00Z,109.85,109.99,108.21,109.7,5737425,4845452.75
2018-01-11T14:30:00Z,110.05,110.76,109.43,110.67,3903763,4736485.45
2018-01-12T14:30:00Z,110.74,113,110.58,112.72,4578159,4701288.35
2018-01-16T14:30:00Z,113.55,113.905,111.94,112.92,9251460,4808528.25
2018-01-17T14:30:00Z,113.95,119.43,113.51,119.16,6916746,4698627.35
2018-01-18T14:30:00Z,119,119.98,116,116.41,7970325,4800759.7
2018-01-19T14:30:00Z,117.01,117.56,115.71,116.83,6367294,4857337.95
2018-01-22T14:30:00Z,117.92,119.48,117.46,119.44,7217402,4941719.75
2018-01-23T14:30:00Z,120.02,120.75,118.9,119.89,8087143,5110623.55
2018-01-24T14:30:00Z,111.135,114,108.6801,109.7,19223891,5919751
2018-01-25T14:30:00Z,110.86,111.71,109.08,110.15,8564786,6274301
2018-01-26T14:30:00Z,110.93,114,109.541,113.69,7801563,6575601.5
2018-01-29T14:30:00Z,112.47,113.4,111.25,112.65,6389293,6799530
2018-01-30T14:30:00Z,111.2,111.47,109.3,109.89,6492875,6983509.2
2018-01-31T14:30:00Z,110.98,110.99,108.3,109.67,7362528,7139823.6
2018-02-01T14:30:00Z,108.75,110.75,108.57,110.08,5828150,7085284
2018-02-02T14:30:00Z,109.02,110.23,107.52,107.66,7474446,7185985.45
2018-02-05T14:30:00Z,107.02,109.115,103.38,104.21,8460397,7346259.2
2018-02-06T14:30:00Z,102.62,106.66,102.25,105.87,9266882,7582114
2018-02-07T14:30:00Z,104.6,105.68,101.91,101.98,10009109,7845181.85
2018-02-08T14:30:00Z,102.03,102.61,97.6,97.66,11506631,8133642.15
2018-02-09T14:30:00Z,99.52,101.3,96.99,100.49,11599319,8518419.95
2018-02-12T14:30:00Z,101.55,102.55,100.4343,101.94,6673726,8623198.3
2018-02-13T14:30:00Z,101.11,101.73,100.12,100.98,5061423,8413696.45
2018-02-14T14:30:00Z,99.85,102.96,99.85,102.68,7413480,8438533.15
2018-02-15T14:30:00Z,103.82,104.58,101.5397,104.57,5264837,8303258.75
2018-02-16T14:30:00Z,104.28,105.54,103.88,104.47,4910360,8230412.05
2018-02-20T14:30:00Z,103.99,106.86,103.91,105.29,4970455,8118064.7
2018-02-21T14:30:00Z,105.77,106.18,103.59,103.66,6536466,8040530.85
2018-02-22T14:30:00Z,104,105.08,103.41,103.93,4036480,7281160.3
2018-02-23T14:30:00Z,105.01,107.06,104.74,107.04,4936880,7099765
2018-02-26T14:30:00Z,107.28,109.74,107.28,109.63,5496063,6984490
2018-02-27T14:30:00Z,109.38,110.29,108.34,108.34,5311892,6930619.95
2018-02-28T14:30:00Z,109.04,110.22,108.32,108.35,7333003,6972626.35
2018-03-01T14:30:00Z,108.93,108.93,105.72,106.53,8626635,7035831.7
2018-03-02T14:30:00Z,104.79,108.48,104.66,108.22,6476277,7068238.05
2018-03-05T14:30:00Z,107.48,109.33,106.52,109.01,4417206,6915376.05
2018-03-06T14:30:00Z,109.97,110.1819,108.94,109.69,4109551,6697833.75
2018-03-07T14:30:00Z,108.04,109.46,107.13,108.56,4637606,6466369.95
2018-03-08T14:30:00Z,109.18,109.49,108.27,109.49,3573538,6144591.4
2018-03-09T14:30:00Z,110,111.61,109.33,111.53,5535870,5846053.35
2018-03-12T13:30:00Z,112.04,113,111.46,111.63,4270810,5479627.9
2018-03-13T13:30:00Z,112.49,113.5472,110.09,110.59,5845470,5438215.1
2018-03-14T13:30:00Z,111.21,111.7,109.17,109.97,3240614,5347174.65
2018-03-15T13:30:00Z,109.94,110.91,109.27,109.71,3983281,5175664.7
2018-03-16T13:30:00Z,110.12,110.7399,109.51,109.97,8049685,5314907.1
2018-03-19T13:30:00Z,109.37,109.38,105.95,107.86,6715164,5405147.3
2018-03-20T13:30:00Z,108.27,110,108.27,109.46,3781862,5345717.65
2018-03-21T13:30:00Z,109.13,110.29,108.06,108.64,3703768,5204082.75
2018-03-22T13:30:00Z,106.51,107.76,103.8,103.9,7208440,5362680.75
2018-03-23T13:30:00Z,104.03,104.94,101.34,101.36,6748863,5453279.9
2018-03-26T13:30:00Z,104.11,106.72,103.03,106.6,6760412,5516497.35
2018-03-27T13:30:00Z,108,108.1,101.82,102.56,5308447,5516325.1
2018-03-28T13:30:00Z,102.27,103.76,101.41,101.91,5352223,5417286.1
2018-03-29T13:30:00Z,102.82,105.04,102.24,103.89,4311092,5201508.95
2018-04-02T13:30:00Z,102.86,103.52,99.73,100.65,5865405,5170965.35
2018-04-03T13:30:00Z,101.92,102.74,100.59,102.18,6898677,5295038.9
2018-04-04T13:30:00Z,99.98,104.57,99.81,104.21,4514965,5315309.6
2018-04-05T13:30:00Z,103.83,104.01,100.87,102.24,5477432,5357300.9
2018-04-06T13:30:00Z,100.97,102.3438,99.02,99.46,5095651,5433406.55
2018-04-09T13:30:00Z,100.04,102.89,99.6,99.81,5840886,5448657.35
2018-04-10T13:30:00Z,101.67,103.07,100.6328,102.36,6732275,5571730.6
2018-04-11T13:30:00Z,101.41,103.09,101.03,102.34,3829998,5470957
2018-04-12T13:30:00Z,103.05,104.5,102.9326,104.24,4578309,5537841.75
2018-04-13T13:30:00Z,104.95,105,101.9,102.16,3518897,5514622.55
2018-04-16T13:30:00Z,103.07,104.19,102.62,103.5,2831533,5253714.95
2018-04-17T13:30:00Z,104.09,105.7,103.69,105.39,4001105,5118012
2018-04-18T13:30:00Z,105.07,105.9,104.08,105.35,3554717,5106654.75
2018-04-19T13:30:00Z,103.74,103.84,99.91,101.29,8624892,5352710.95
2018-04-20T13:30:00Z,100.96,101.63,98.8701,99.96,7858035,5385190.7
2018-04-23T13:30:00Z,100.59,100.59,98.02,98.09,5934234,5344459.25
2018-04-24T13:30:00Z,99.76,101.22,97.39,98.42,8420271,5427452.2
2018-04-25T13:30:00Z,101.46,104.25,99.7601,103,12696034,5796831.55
2018-04-26T13:30:00Z,104.02,104.32,102.2,102.72,6672907,5862865.75
2018-04-27T13:30:00Z,103.17,103.39,100.87,102.51,5114670,5903044.65
2018-04-30T13:30:00Z,102.93,104.23,101.33,101.43,5592689,5889408.85
2018-05-01T13:30:00Z,101.1,103.47,100.7,103.4,4234729,5756211.45
2018-05-02T13:30:00Z,103.28,104.22,101.87,102.96,5345035,5797714.95
2018-05-03T13:30:00Z,101.7,104.295,100.35,103.6,4788854,5763286.05
2018-05-04T13:30:00Z,102.5,104.75,101.86,104.69,6167996,5816903.3
2018-05-07T13:30:00Z,104.99,105.17,103.97,104.51,4113778,5730547.9
2018-05-08T13:30:00Z,104.55,108,104.06,105.46,5496502,5668759.25
2018-05-09T13:30:00Z,106,107.67,105.71,107.54,5131592,5733838.95
2018-05-10T13:30:00Z,108.15,110.04,107.81,109.97,4376505,5723748.75
2018-05-11T13:30:00Z,109.62,110.74,109,109.25,3583533,5726980.55
2018-05-14T13:30:00Z,109.73,111,109.7,110.64,4120362,5791422
2018-05-15T13:30:00Z,109.99,110.86,108.35,109.21,4336713,5808202.4
2018-05-16T13:30:00Z,109.75,111.57,109.04,111.4,3898161,5825374.6
2018-05-17T13:30:00Z,110.71,111.66,110.03,110.33,3792819,5583770.95
2018-05-18T13:30:00Z,109.92,111.0705,109.28,110.54,4239567,5402847.55
2018-05-21T13:30:00Z,111.71,112.28,109.88,110.41,5199500,5366110.85
2018-05-22T13:30:00Z,111.05,111.83,110.685,110.86,2999608,5095077.7
2018-05-23T13:30:00Z,109.49,111.08,108.9,111.07,3123547,4616453.35
2018-05-24T13:30:00Z,110.99,111.2,109.58,110.75,2855520,4425584
2018-05-25T13:30:00Z,110.64,111.76,110.55,111.56,4100151,4374858.05
2018-05-29T13:30:00Z,110.64,111.76,110.01,110.94,3492823,4269864.75
2018-05-30T13:30:00Z,111.34,112.3599,111.04,111.85,3621826,4239219.6
2018-05-31T13:30:00Z,112,112.88,111.5,111.91,6582077,4301071.7
2018-06-01T13:30:00Z,112.55,114.8,112.32,114.8,4728383,4298048.15
2018-06-04T13:30:00Z,114.74,116.38,114.31,115.74,3905744,4184935.55
2018-06-05T13:30:00Z,116.69,117.93,115.83,117.66,5366553,4247574.3
2018-06-06T13:30:00Z,117.57,118.12,116.91,118.11,4015442,4173521.3
2018-06-07T13:30:00Z,118.35,118.48,116.14,117.24,6985116,4266197.5
2018-06-08T13:30:00Z,116.29,116.67,115.35,115.74,4948563,4294800.4
2018-06-11T13:30:00Z,115,115.83,114.48,115.28,3741296,4302688.55
2018-06-12T13:30:00Z,115.49,115.77,114.58,115.41,3269123,4260126.6
2018-06-13T13:30:00Z,115.5,115.61,113.79,114,4948571,4290719.5
2018-06-14T13:30:00Z,114.86,115.54,113.97,114.72,2941184,4242870.65
2018-06-15T13:30:00Z,114.87,116.02,113.87,115.89,7027646,4404612
2018-06-18T13:30:00Z,114.6,114.93,113.03,114.39,3170574,4351162.35
2018-06-19T13:30:00Z,112.75,113.905,112.2035,113.66,3486518,4265513.25
2018-06-20T13:30:00Z,114.41,115.11,113.57,114.24,3454806,4288273.15
2018-06-21T13:30:00Z,114.38,114.5,111.61,112.11,3480145,4306103.05
2018-06-22T13:30:00Z,112.75,113.22,111.41,112.38,3822597,4354456.9
2018-06-25T13:30:00Z,110.96,111,108.61,110.19,5331154,4416007.05
2018-06-26T13:30:00Z,110.63,112.01,110.13,111.51,4001893,4441460.55
2018-06-27T13:30:00Z,112.18,112.5,108.77,108.78,4364895,4478614
2018-06-28T13:30:00Z,108.23,109.595,107.45,109.1,4198780,4359449.15
2018-06-29T13:30:00Z,109.79,111.55,109.62,110.25,5343292,4390194.6
2018-07-02T13:30:00Z,108.94,110.33,108.38,110.24,3392524,4364533.6
2018-07-03T13:30:00Z,110.61,111.29,108.74,108.91,2201492,4206280.55
2018-07-05T13:30:00Z,109.84,111.65,109.41,111.51,4097689,4210392.9
2018-07-06T13:30:00Z,111.56,112.93,110.83,112.71,3419735,4032123.85
2018-07-09T13:30:00Z,113.4,113.5,110.835,112.09,3657979,3967594.65
2018-07-10T13:30:00Z,112.63,114.05,112.38,113.73,4512841,4006171.9
2018-07-11T13:30:00Z,113.29,113.79,111.52,111.76,5000193,4092725.4
2018-07-12T13:30:00Z,113.24,116.6895,113.06,115.84,5818733,4136233.5
2018-07-13T13:30:00Z,115.53,115.98,114.83,115.14,2715830,4124965.8
2018-07-16T13:30:00Z,114.91,115.49,114.42,114.56,3013880,3924277.5
2018-07-17T13:30:00Z,113.67,115.86,113.195,115.8,3915077,3961502.65
2018-07-18T13:30:00Z,115.5,116.95,114.14,115.68,5491924,4061772.95
2018-07-19T13:30:00Z,115.53,115.66,114.23,114.59,5013928,4139729.05
2018-07-20T13:30:00Z,114.97,115.73,114.24,115,4359113,4183677.45
2018-07-23T13:30:00Z,114.35,114.83,113.04,114.67,3052841,4145189.65
2018-07-24T13:30:00Z,115.06,116.46,113.35,113.8,4286663,4092965.1
2018-07-25T13:30:00Z,113.4,114.39,110.03,113.22,8222143,4303977.6
2018-07-26T13:30:00Z,113.95,114.46,112.94,113.3,5520420,4361753.85
2018-07-27T13:30:00Z,113.3,114.29,112.02,112.6,4343912,4369010.45
2018-07-30T13:30:00Z,111.99,112.3732,110.7,110.91,4422499,4322970.8
2018-07-31T13:30:00Z,111.99,112.59,110.92,111.32,5206264,4413657.8
2018-08-01T13:30:00Z,111.16,111.975,110.33,111,5302979,4568732.15
2018-08-02T13:30:00Z,110.15,113,110.0038,112.21,4516692,4589682.3
2018-08-03T13:30:00Z,112.33,112.98,111.93,112.84,3337888,4585589.95
2018-08-06T13:30:00Z,112.28,113.52,112.12,113.11,2970787,4551230.35
2018-08-07T13:30:00Z,113.77,115.81,113.34,115.76,5234502,4587313.4
2018-08-08T13:30:00Z,115.66,116.61,115.16,116.16,2890833,4481845.4
2018-08-09T13:30:00Z,116,116.09,114.03,114.34,3505245,4366171
2018-08-10T13:30:00Z,111.74,112.32,109.3499,110.09,7652937,4613026.35
2018-08-13T13:30:00Z,110.56,111.435,109.84,109.94,3989754,4661820.05
2018-08-14T13:30:00Z,110.67,110.99,109.8675,110.34,3109606,4621546.5
2018-08-15T13:30:00Z,109.24,110.08,108.35,109.6,3532643,4523582.45
2018-08-16T13:30:00Z,110.12,110.54,109.08,109.4,2916321,4418702.1
2018-08-17T13:30:00Z,108.87,109.98,107.01,109.64,3744803,4387986.6
2018-08-20T13:30:00Z,109.75,109.8,108.54,109.03,3238201,4397254.6
2018-08-21T13:30:00Z,109.5,111.75,109.34,111.51,4714728,4418657.85
2018-08-22T13:30:00Z,110.64,112.69,109.27,112.19,3999219,4207511.65
2018-08-23T13:30:00Z,112.18,113.66,112.1604,112.4,3038746,4083427.95
2018-08-24T13:30:00Z,112.96,113.79,112.34,113.64,3191880,4025826.35
2018-08-27T13:30:00Z,114.65,115.66,114.15,115.25,3686155,3989009.15
2018-08-28T13:30:00Z,115.74,116.07,114.66,115.02,3214435,3889417.7
2018-08-29T13:30:00Z,115.41,115.7795,114.86,115.47,5113913,3879964.4
2018-08-30T13:30:00Z,114.92,115.36,112.49,112.58,5688612,3938560.4
2018-08-31T13:30:00Z,112.63,113.43,111.86,112.4,6550289,4099180.45
2018-09-04T13:30:00Z,111.02,112.66,110.65,112.54,6160284,4258655.3
2018-09-05T13:30:00Z,112.38,112.95,110.845,111.13,5369277,4265394.05
2018-09-06T13:30:00Z,110.99,111.74,110.34,110.89,4813091,4361506.95
2018-09-07T13:30:00Z,110.45,111,108.25,108.46,5349260,4453707.7
2018-09-10T13:30:00Z,109.17,109.48,107.49,108.32,5138926,4328007.15
2018-09-11T13:30:00Z,108.06,108.15,105.91,106.05,8165577,4536798.3
2018-09-12T13:30:00Z,105,105,102.25,104.54,10182325,4890434.25
2018-09-13T13:30:00Z,105.15,106.92,104.6,105.72,6311079,5029356.05
2018-09-14T13:30:00Z,105.96,107.16,105.13,105.36,6484969,5207788.45
2018-09-17T13:30:00Z,105.29,105.67,103.35,103.7,5598298,5300463.2
2018-09-18T13:30:00Z,104.03,105.89,103.96,104.91,5654930,5421299.65
2018-09-19T13:30:00Z,105.12,107.51,105.1,107.37,6588931,5515009.8
2018-09-20T13:30:00Z,107.88,108.9819,107.8,108.49,5562474,5593172.55
2018-09-21T13:30:00Z,110.5,110.9,109.54,110.05,10924000,5987435.25
2018-09-24T13:30:00Z,109.01,110.32,108.36,109.8,3531215,6004402
2018-09-25T13:30:00Z,109.25,109.56,106.81,107.55,6523804,6146284.45
2018-09-26T13:30:00Z,107.48,108.22,105.98,106.22,6478602,6309492.8
