time,open,high,low,close,Volume,Volume MA
2017-11-17T14:30:00Z,1138.28,1138.8,1125.8101,1129.88,2413388,4094661.45
2017-11-20T14:30:00Z,1129.77,1133.42,1122.55,1126.31,2163855,4028149.2
2017-11-21T14:30:00Z,1132.86,1140,1128.2,1139.49,2479397,4015922.3
2017-11-22T14:30:00Z,1141,1160.27,1141,1156.16,3555273,4042030.3
2017-11-24T14:30:00Z,1160.7,1186.84,1160.7,1186,3512409,3936717
2017-11-27T14:30:00Z,1202.66,1213.41,1191.15,1195.83,6744045,3445668.2
2017-11-28T14:30:00Z,1204.88,1205.34,1188.521,1193.6,4559449,3342987.45
2017-11-29T14:30:00Z,1194.8,1194.8,1145.19,1161.27,9257512,3632014.7
2017-11-30T14:30:00Z,1167.1,1178.5701,1160,1176.75,4509208,3669699.55
2017-12-01T14:30:00Z,1172.05,1179.65,1152,1162.35,4107094,3690810.45
2017-12-04T14:30:00Z,1173.85,1175.2,1128,1133.95,5931915,3799832.2
2017-12-05T14:30:00Z,1128.26,1159.27,1124.74,1141.57,4079774,3834764
2017-12-06T14:30:00Z,1137.99,1155.89,1136.08,1152.35,2853316,3842980.95
2017-12-07T14:30:00Z,1156.59,1163.19,1151,1159.79,2511569,3839486.85
2017-12-08T14:30:00Z,1170.4,1172.79,1157.1,1162,3050074,3805353.95
2017-12-11T14:30:00Z,1164.6,1169.9,1157,1168.92,2363473,3814530.75
2017-12-12T14:30:00Z,1166.51,1173.6,1161.61,1165.08,2235892,3780403.4
2017-12-13T14:30:00Z,1170,1170.87,1160.27,1164.13,2616760,3754320.25
2017-12-14T14:30:00Z,1163.71,1177.93,1162.45,1174.26,3214337,3718603.1
2017-12-15T14:30:00Z,1179.03,1182.75,1169.33,1179.14,4778621,3846868.05
2017-12-18T14:30:00Z,1187.37,1194.78,1180.91,1190.58,2947625,3873579.9
2017-12-19T14:30:00Z,1189.15,1192.97,1179.1401,1187.38,2587792,3894776.75
2017-12-20T14:30:00Z,1190.5,1191,1176,1177.62,2371166,3889365.2
2017-12-21T14:30:00Z,1175.9,1179.17,1167.64,1174.76,2123117,3817757.4
2017-12-22T14:30:00Z,1172.08,1174.6199,1167.8301,1168.36,1585054,3721389.65
